Jour,date,S,I,R,D,S_abs,I_abs,R_abs,D_abs,V,V_abs
378,2021-01-16,0.9617553746203767,0.0037041558961061205,0.0332126009731582,0.0013278685103589802,56779606.0,218684.0,1960788.0,78394.0,0.0,0.0
379,2021-01-17,0.9598774656204792,0.0038540268119881555,0.034882946884988573,0.0013855606825441307,56668739.0,227532.0,2059401.0,81800.0,5.067967679916918e-05,2992.0
380,2021-01-18,0.9598774656204792,0.0038540268119881555,0.034882946884988573,0.0013855606825441307,56668739.0,227532.0,2059401.0,81800.0,8.63519359365523e-05,5098.0
381,2021-01-19,0.9598774656204792,0.0038540268119881555,0.034882946884988573,0.0013855606825441307,56668739.0,227532.0,2059401.0,81800.0,3.026891124335405e-05,1787.0
382,2021-01-20,0.9598774656204792,0.0038540268119881555,0.034882946884988573,0.0013855606825441307,56668739.0,227532.0,2059401.0,81800.0,7.773029305861877e-05,4589.0
383,2021-01-21,0.9598774656204792,0.0038540268119881555,0.034882946884988573,0.0013855606825441307,56668739.0,227532.0,2059401.0,81800.0,0.00033673528568431925,19880.0
384,2021-01-22,0.9598774656204792,0.0038540268119881555,0.034882946884988573,0.0013855606825441307,56668739.0,227532.0,2059401.0,81800.0,0.00023994929864205568,14166.0
385,2021-01-23,0.9598774656204792,0.0038540268119881555,0.034882946884988573,0.0013855606825441307,56668739.0,227532.0,2059401.0,81800.0,0.0005624224560292825,33204.0
386,2021-01-24,0.9584131075260133,0.0033422670943633903,0.03680211781425871,0.0014425075653645874,56582287.0,197319.0,2172704.0,85162.0,0.0005192803648503107,30657.0
387,2021-01-25,0.9584131075260133,0.0033422670943633903,0.03680211781425871,0.0014425075653645874,56582287.0,197319.0,2172704.0,85162.0,0.0010931362372697802,64536.0
388,2021-01-26,0.9584131075260133,0.0033422670943633903,0.03680211781425871,0.0014425075653645874,56582287.0,197319.0,2172704.0,85162.0,0.001292602772693248,76312.0
389,2021-01-27,0.9584131075260133,0.0033422670943633903,0.03680211781425871,0.0014425075653645874,56582287.0,197319.0,2172704.0,85162.0,0.0010956092428889908,64682.0
390,2021-01-28,0.9584131075260133,0.0033422670943633903,0.03680211781425871,0.0014425075653645874,56582287.0,197319.0,2172704.0,85162.0,0.0015081946598255428,89040.0
391,2021-01-29,0.9584131075260133,0.0033422670943633903,0.03680211781425871,0.0014425075653645874,56582287.0,197319.0,2172704.0,85162.0,0.0015889738639215446,93809.0
392,2021-01-30,0.9584131075260133,0.0033422670943633903,0.03680211781425871,0.0014425075653645874,56582287.0,197319.0,2172704.0,85162.0,0.0014624609942647951,86340.0
393,2021-01-31,0.9569462764259282,0.002931189194550878,0.038627229838025585,0.0014953045414952727,56495689.0,173050.0,2280454.0,88279.0,0.0009687406669445466,57192.0
394,2021-02-01,0.9569462764259282,0.002931189194550878,0.038627229838025585,0.0014953045414952727,56495689.0,173050.0,2280454.0,88279.0,0.0013830199233463114,81650.0
395,2021-02-02,0.9569462764259282,0.002931189194550878,0.038627229838025585,0.0014953045414952727,56495689.0,173050.0,2280454.0,88279.0,0.0013881183801366021,81951.0
396,2021-02-03,0.9569462764259282,0.002931189194550878,0.038627229838025585,0.0014953045414952727,56495689.0,173050.0,2280454.0,88279.0,0.001540496178427152,90947.0
397,2021-02-04,0.9569462764259282,0.002931189194550878,0.038627229838025585,0.0014953045414952727,56495689.0,173050.0,2280454.0,88279.0,0.0016130433227222196,95230.0
398,2021-02-05,0.9569462764259282,0.002931189194550878,0.038627229838025585,0.0014953045414952727,56495689.0,173050.0,2280454.0,88279.0,0.001524946732136498,90029.0
399,2021-02-06,0.9569462764259282,0.002931189194550878,0.038627229838025585,0.0014953045414952727,56495689.0,173050.0,2280454.0,88279.0,0.0010721495662957927,63297.0
400,2021-02-07,0.9555350540754861,0.00287805345052715,0.04004544774545902,0.0015414447285276715,56412374.0,169913.0,2364182.0,91003.0,0.0005563076955598641,32843.0
401,2021-02-08,0.9555350540754861,0.00287805345052715,0.04004544774545902,0.0015414447285276715,56412374.0,169913.0,2364182.0,91003.0,0.0006811097873567486,40211.0
402,2021-02-09,0.9555350540754861,0.00287805345052715,0.04004544774545902,0.0015414447285276715,56412374.0,169913.0,2364182.0,91003.0,0.0005533604148903937,32669.0
403,2021-02-10,0.9555350540754861,0.00287805345052715,0.04004544774545902,0.0015414447285276715,56412374.0,169913.0,2364182.0,91003.0,0.00047712070056116224,28168.0
404,2021-02-11,0.9555350540754861,0.00287805345052715,0.04004544774545902,0.0015414447285276715,56412374.0,169913.0,2364182.0,91003.0,0.0003371418071559704,19904.0
405,2021-02-12,0.9555350540754861,0.00287805345052715,0.04004544774545902,0.0015414447285276715,56412374.0,169913.0,2364182.0,91003.0,0.0002632395912887327,15541.0
406,2021-02-13,0.9555350540754861,0.00287805345052715,0.04004544774545902,0.0015414447285276715,56412374.0,169913.0,2364182.0,91003.0,0.00011489313092538922,6783.0
407,2021-02-14,0.954083077947511,0.002863198478417233,0.04147242280292761,0.0015813007711441302,56326653.0,169036.0,2448427.0,93356.0,4.4175333252751745e-05,2608.0
408,2021-02-15,0.954083077947511,0.002863198478417233,0.04147242280292761,0.0015813007711441302,56326653.0,169036.0,2448427.0,93356.0,0.00010274830195981291,6066.0
409,2021-02-16,0.954083077947511,0.002863198478417233,0.04147242280292761,0.0015813007711441302,56326653.0,169036.0,2448427.0,93356.0,0.00010523824597367583,6213.0
410,2021-02-17,0.954083077947511,0.002863198478417233,0.04147242280292761,0.0015813007711441302,56326653.0,169036.0,2448427.0,93356.0,0.0001629812333427827,9622.0
411,2021-02-18,0.954083077947511,0.002863198478417233,0.04147242280292761,0.0015813007711441302,56326653.0,169036.0,2448427.0,93356.0,0.0001379293476522843,8143.0
412,2021-02-19,0.954083077947511,0.002863198478417233,0.04147242280292761,0.0015813007711441302,56326653.0,169036.0,2448427.0,93356.0,0.00011590943460451694,6843.0
413,2021-02-20,0.954083077947511,0.002863198478417233,0.04147242280292761,0.0015813007711441302,56326653.0,169036.0,2448427.0,93356.0,7.647685185436124e-05,4515.0
414,2021-02-21,0.9526437039851571,0.002891350090329071,0.04284756637276067,0.0016173795517531646,56241676.0,170698.0,2529612.0,95486.0,3.8280771913810946e-05,2260.0
415,2021-02-22,0.9526437039851571,0.002891350090329071,0.04284756637276067,0.0016173795517531646,56241676.0,170698.0,2529612.0,95486.0,9.117937841240898e-05,5383.0
416,2021-02-23,0.9526437039851571,0.002891350090329071,0.04284756637276067,0.0016173795517531646,56241676.0,170698.0,2529612.0,95486.0,9.300872503483889e-05,5491.0
417,2021-02-24,0.9526437039851571,0.002891350090329071,0.04284756637276067,0.0016173795517531646,56241676.0,170698.0,2529612.0,95486.0,0.00013830199233463112,8165.0
418,2021-02-25,0.9526437039851571,0.002891350090329071,0.04284756637276067,0.0016173795517531646,56241676.0,170698.0,2529612.0,95486.0,0.00020856245335166112,12313.0
419,2021-02-26,0.9526437039851571,0.002891350090329071,0.04284756637276067,0.0016173795517531646,56241676.0,170698.0,2529612.0,95486.0,0.00026127473750908574,15425.0
420,2021-02-27,0.9526437039851571,0.002891350090329071,0.04284756637276067,0.0016173795517531646,56241676.0,170698.0,2529612.0,95486.0,0.00020183791067476602,11916.0
421,2021-02-28,0.9507461125706738,0.003336965376837274,0.04426531000514385,0.0016516120473451168,56129647.0,197006.0,2613312.0,97507.0,0.00013879320577954286,8194.0
422,2021-03-01,0.9507461125706738,0.003336965376837274,0.04426531000514385,0.0016516120473451168,56129647.0,197006.0,2613312.0,97507.0,0.00041458414750550294,24476.0
423,2021-03-02,0.9507461125706738,0.003336965376837274,0.04426531000514385,0.0016516120473451168,56129647.0,197006.0,2613312.0,97507.0,0.0005203474837133947,30720.0
424,2021-03-03,0.9507461125706738,0.003336965376837274,0.04426531000514385,0.0016516120473451168,56129647.0,197006.0,2613312.0,97507.0,0.0007131064148546198,42100.0
425,2021-03-04,0.9507461125706738,0.003336965376837274,0.04426531000514385,0.0016516120473451168,56129647.0,197006.0,2613312.0,97507.0,0.0007997801802895625,47217.0
426,2021-03-05,0.9507461125706738,0.003336965376837274,0.04426531000514385,0.0016516120473451168,56129647.0,197006.0,2613312.0,97507.0,0.0008884865530827608,52454.0
427,2021-03-06,0.9507461125706738,0.003336965376837274,0.04426531000514385,0.0016516120473451168,56129647.0,197006.0,2613312.0,97507.0,0.0006631042738415358,39148.0
428,2021-03-07,0.948392742832891,0.004250961152266141,0.04566960455217323,0.0016866914626696753,55990710.0,250966.0,2696218.0,99578.0,0.00034567875806064326,20408.0
429,2021-03-08,0.948392742832891,0.004250961152266141,0.04566960455217323,0.0016866914626696753,55990710.0,250966.0,2696218.0,99578.0,0.0008050818978156788,47530.0
430,2021-03-09,0.948392742832891,0.004250961152266141,0.04566960455217323,0.0016866914626696753,55990710.0,250966.0,2696218.0,99578.0,0.0008376544307317224,49453.0
431,2021-03-10,0.948392742832891,0.004250961152266141,0.04566960455217323,0.0016866914626696753,55990710.0,250966.0,2696218.0,99578.0,0.0009323739336264263,55045.0
432,2021-03-11,0.948392742832891,0.004250961152266141,0.04566960455217323,0.0016866914626696753,55990710.0,250966.0,2696218.0,99578.0,0.0010138814886924699,59857.0
433,2021-03-12,0.948392742832891,0.004250961152266141,0.04566960455217323,0.0016866914626696753,55990710.0,250966.0,2696218.0,99578.0,0.0010348681596664573,61096.0
434,2021-03-13,0.948392742832891,0.004250961152266141,0.04566960455217323,0.0016866914626696753,55990710.0,250966.0,2696218.0,99578.0,0.0008211056191565926,48476.0
435,2021-03-14,0.9457660043438174,0.004980108226856326,0.04752818684377271,0.0017257005855535277,55835634.0,294013.0,2805944.0,101881.0,0.0005660133956955338,33416.0
436,2021-03-15,0.9457660043438174,0.004980108226856326,0.04752818684377271,0.0017257005855535277,55835634.0,294013.0,2805944.0,101881.0,0.0011946310980253355,70528.0
437,2021-03-16,0.9457660043438174,0.004980108226856326,0.04752818684377271,0.0017257005855535277,55835634.0,294013.0,2805944.0,101881.0,0.0012321665805744527,72744.0
438,2021-03-17,0.9457660043438174,0.004980108226856326,0.04752818684377271,0.0017257005855535277,55835634.0,294013.0,2805944.0,101881.0,0.0013774471915057609,81321.0
439,2021-03-18,0.9457660043438174,0.004980108226856326,0.04752818684377271,0.0017257005855535277,55835634.0,294013.0,2805944.0,101881.0,0.001350481267219572,79729.0
440,2021-03-19,0.9457660043438174,0.004980108226856326,0.04752818684377271,0.0017257005855535277,55835634.0,294013.0,2805944.0,101881.0,0.0013371168738390425,78940.0
441,2021-03-20,0.9457660043438174,0.004980108226856326,0.04752818684377271,0.0017257005855535277,55835634.0,294013.0,2805944.0,101881.0,0.0010546352662254915,62263.0
442,2021-03-21,0.9431491409388261,0.005243601894064841,0.049834789673921,0.0017724674931880553,55681141.0,309569.0,2942120.0,104642.0,0.0007660897133264785,45228.0
443,2021-03-22,0.9431491409388261,0.005243601894064841,0.049834789673921,0.0017724674931880553,55681141.0,309569.0,2942120.0,104642.0,0.0011192552418233625,66078.0
444,2021-03-23,0.9431491409388261,0.005243601894064841,0.049834789673921,0.0017724674931880553,55681141.0,309569.0,2942120.0,104642.0,0.001212721303513809,71596.0
445,2021-03-24,0.9431491409388261,0.005243601894064841,0.049834789673921,0.0017724674931880553,55681141.0,309569.0,2942120.0,104642.0,0.0014631893452348365,86383.0
446,2021-03-25,0.9431491409388261,0.005243601894064841,0.049834789673921,0.0017724674931880553,55681141.0,309569.0,2942120.0,104642.0,0.0014325308509144836,84573.0
447,2021-03-26,0.9431491409388261,0.005243601894064841,0.049834789673921,0.0017724674931880553,55681141.0,309569.0,2942120.0,104642.0,0.0013291388899578898,78469.0
448,2021-03-27,0.9431491409388261,0.005243601894064841,0.049834789673921,0.0017724674931880553,55681141.0,309569.0,2942120.0,104642.0,0.0011409363869780873,67358.0
449,2021-03-28,0.9405057520078095,0.005260252336007883,0.05241081460940604,0.0018231810467765287,55525082.0,310552.0,3094202.0,107636.0,0.0006925940189308919,40889.0
450,2021-03-29,0.9405057520078095,0.005260252336007883,0.05241081460940604,0.0018231810467765287,55525082.0,310552.0,3094202.0,107636.0,0.001121677432258617,66221.0
451,2021-03-30,0.9405057520078095,0.005260252336007883,0.05241081460940604,0.0018231810467765287,55525082.0,310552.0,3094202.0,107636.0,0.0012940764130279832,76399.0
452,2021-03-31,0.9405057520078095,0.005260252336007883,0.05241081460940604,0.0018231810467765287,55525082.0,310552.0,3094202.0,107636.0,0.0015422577714709735,91051.0
453,2021-04-01,0.9405057520078095,0.005260252336007883,0.05241081460940604,0.0018231810467765287,55525082.0,310552.0,3094202.0,107636.0,0.0015338393893288655,90554.0
454,2021-04-02,0.9405057520078095,0.005260252336007883,0.05241081460940604,0.0018231810467765287,55525082.0,310552.0,3094202.0,107636.0,0.0013432146959138087,79300.0
455,2021-04-03,0.9405057520078095,0.005260252336007883,0.05241081460940604,0.0018231810467765287,55525082.0,310552.0,3094202.0,107636.0,0.0010310908976590325,60873.0
456,2021-04-04,0.938170675736251,0.004978465202575069,0.054975711019604634,0.0018751480415692596,55387225.0,293916.0,3245627.0,110704.0,0.0003456110044820347,20404.0
457,2021-04-05,0.938170675736251,0.004978465202575069,0.054975711019604634,0.0018751480415692596,55387225.0,293916.0,3245627.0,110704.0,0.0006419143421317227,37897.0
458,2021-04-06,0.938170675736251,0.004978465202575069,0.054975711019604634,0.0018751480415692596,55387225.0,293916.0,3245627.0,110704.0,0.0012942457969745047,76409.0
459,2021-04-07,0.938170675736251,0.004978465202575069,0.054975711019604634,0.0018751480415692596,55387225.0,293916.0,3245627.0,110704.0,0.0015244555186915863,90000.0
460,2021-04-08,0.938170675736251,0.004978465202575069,0.054975711019604634,0.0018751480415692596,55387225.0,293916.0,3245627.0,110704.0,0.00151127744765223,89222.0
461,2021-04-09,0.938170675736251,0.004978465202575069,0.054975711019604634,0.0018751480415692596,55387225.0,293916.0,3245627.0,110704.0,0.0013919464573279832,82177.0
462,2021-04-10,0.938170675736251,0.004978465202575069,0.054975711019604634,0.0018751480415692596,55387225.0,293916.0,3245627.0,110704.0,0.0011650566609627188,68782.0
463,2021-04-11,0.9364119622195205,0.004093789788289038,0.05756457525823599,0.001929672733954462,55283395.0,241687.0,3398467.0,113923.0,0.0006992338696345263,41281.0
464,2021-04-12,0.9364119622195205,0.004093789788289038,0.05756457525823599,0.001929672733954462,55283395.0,241687.0,3398467.0,113923.0,0.0010585819121794375,62496.0
465,2021-04-13,0.9364119622195205,0.004093789788289038,0.05756457525823599,0.001929672733954462,55283395.0,241687.0,3398467.0,113923.0,0.001145103232062511,67604.0
466,2021-04-14,0.9364119622195205,0.004093789788289038,0.05756457525823599,0.001929672733954462,55283395.0,241687.0,3398467.0,113923.0,0.0013560878758494266,80060.0
467,2021-04-15,0.9364119622195205,0.004093789788289038,0.05756457525823599,0.001929672733954462,55283395.0,241687.0,3398467.0,113923.0,0.0016772059616644833,99018.0
468,2021-04-16,0.9364119622195205,0.004093789788289038,0.05756457525823599,0.001929672733954462,55283395.0,241687.0,3398467.0,113923.0,0.0016895032361819286,99744.0
469,2021-04-17,0.9364119622195205,0.004093789788289038,0.05756457525823599,0.001929672733954462,55283395.0,241687.0,3398467.0,113923.0,0.0014293125559305792,84383.0
470,2021-04-18,0.9346611081179086,0.0035095676183424657,0.05985302012931719,0.0019763041344317725,55180029.0,207196.0,3533571.0,116676.0,0.0009217874369688458,54420.0
471,2021-04-19,0.9346611081179086,0.0035095676183424657,0.05985302012931719,0.0019763041344317725,55180029.0,207196.0,3533571.0,116676.0,0.001486818405774556,87778.0
472,2021-04-20,0.9346611081179086,0.0035095676183424657,0.05985302012931719,0.0019763041344317725,55180029.0,207196.0,3533571.0,116676.0,0.001657303347948232,97843.0
473,2021-04-21,0.9346611081179086,0.0035095676183424657,0.05985302012931719,0.0019763041344317725,55180029.0,207196.0,3533571.0,116676.0,0.0020177862629348355,119125.0
474,2021-04-22,0.9346611081179086,0.0035095676183424657,0.05985302012931719,0.0019763041344317725,55180029.0,207196.0,3533571.0,116676.0,0.0023065181381750222,136171.0
475,2021-04-23,0.9346611081179086,0.0035095676183424657,0.05985302012931719,0.0019763041344317725,55180029.0,207196.0,3533571.0,116676.0,0.0022230457293293316,131243.0
476,2021-04-24,0.9346611081179086,0.0035095676183424657,0.05985302012931719,0.0019763041344317725,55180029.0,207196.0,3533571.0,116676.0,0.001992548054903164,117635.0
477,2021-04-25,0.9331015223687085,0.0033104398508120403,0.06157201311058848,0.002016024669891014,55087955.0,195440.0,3635056.0,119021.0,0.0009466530003181708,55888.0
478,2021-04-26,0.9331015223687085,0.0033104398508120403,0.06157201311058848,0.002016024669891014,55087955.0,195440.0,3635056.0,119021.0,0.001549795357091171,91496.0
479,2021-04-27,0.9331015223687085,0.0033104398508120403,0.06157201311058848,0.002016024669891014,55087955.0,195440.0,3635056.0,119021.0,0.0020572696608689477,121456.0
480,2021-04-28,0.9331015223687085,0.0033104398508120403,0.06157201311058848,0.002016024669891014,55087955.0,195440.0,3635056.0,119021.0,0.0025216188118624048,148870.0
481,2021-04-29,0.9331015223687085,0.0033104398508120403,0.06157201311058848,0.002016024669891014,55087955.0,195440.0,3635056.0,119021.0,0.0031341958544566406,185035.0
482,2021-04-30,0.9331015223687085,0.0033104398508120403,0.06157201311058848,0.002016024669891014,55087955.0,195440.0,3635056.0,119021.0,0.0034666965414779276,204665.0
483,2021-05-01,0.9331015223687085,0.0033104398508120403,0.06157201311058848,0.002016024669891014,55087955.0,195440.0,3635056.0,119021.0,0.0028353686960037854,167393.0
484,2021-05-02,0.9316431265891602,0.0030179815287483852,0.06328878716216033,0.0020501047199310975,55001855.0,178174.0,3736410.0,121033.0,0.002192200912667805,129422.0
485,2021-05-03,0.9316431265891602,0.0030179815287483852,0.06328878716216033,0.0020501047199310975,55001855.0,178174.0,3736410.0,121033.0,0.002267678399237691,133878.0
486,2021-05-04,0.9316431265891602,0.0030179815287483852,0.06328878716216033,0.0020501047199310975,55001855.0,178174.0,3736410.0,121033.0,0.0025358809401594975,149712.0
487,2021-05-05,0.9316431265891602,0.0030179815287483852,0.06328878716216033,0.0020501047199310975,55001855.0,178174.0,3736410.0,121033.0,0.0027206280106302654,160619.0
488,2021-05-06,0.9316431265891602,0.0030179815287483852,0.06328878716216033,0.0020501047199310975,55001855.0,178174.0,3736410.0,121033.0,0.0031657351452989042,186897.0
489,2021-05-07,0.9316431265891602,0.0030179815287483852,0.06328878716216033,0.0020501047199310975,55001855.0,178174.0,3736410.0,121033.0,0.0034282125088282915,202393.0
490,2021-05-08,0.9316431265891602,0.0030179815287483852,0.06328878716216033,0.0020501047199310975,55001855.0,178174.0,3736410.0,121033.0,0.0034615133927143765,204359.0
491,2021-05-09,0.9305031048754933,0.0025984174932151567,0.06482023823784325,0.002078239393448283,54934551.0,153404.0,3826823.0,122694.0,0.002307907086536497,136253.0
492,2021-05-10,0.9305031048754933,0.0025984174932151567,0.06482023823784325,0.002078239393448283,54934551.0,153404.0,3826823.0,122694.0,0.0026508926398474517,156502.0
493,2021-05-11,0.9305031048754933,0.0025984174932151567,0.06482023823784325,0.002078239393448283,54934551.0,153404.0,3826823.0,122694.0,0.0028151950679731,166202.0
494,2021-05-12,0.9305031048754933,0.0025984174932151567,0.06482023823784325,0.002078239393448283,54934551.0,153404.0,3826823.0,122694.0,0.0028638760142033182,169076.0
495,2021-05-13,0.9305031048754933,0.0025984174932151567,0.06482023823784325,0.002078239393448283,54934551.0,153404.0,3826823.0,122694.0,0.0032595738516716976,192437.0
496,2021-05-14,0.9305031048754933,0.0025984174932151567,0.06482023823784325,0.002078239393448283,54934551.0,153404.0,3826823.0,122694.0,0.0035863832380898693,211731.0
497,2021-05-15,0.9305031048754933,0.0025984174932151567,0.06482023823784325,0.002078239393448283,54934551.0,153404.0,3826823.0,122694.0,0.0033899994904930887,200137.0
498,2021-05-16,0.9296485120501095,0.001994614539050724,0.06625544535511277,0.0021014280557270473,54884098.0,117757.0,3911554.0,124063.0,0.0025999588871285003,153495.0
499,2021-05-17,0.9296485120501095,0.001994614539050724,0.06625544535511277,0.0021014280557270473,54884098.0,117757.0,3911554.0,124063.0,0.0036040669221066917,212775.0
500,2021-05-18,0.9296485120501095,0.001994614539050724,0.06625544535511277,0.0021014280557270473,54884098.0,117757.0,3911554.0,124063.0,0.0034976599269020193,206493.0
501,2021-05-19,0.9296485120501095,0.001994614539050724,0.06625544535511277,0.0021014280557270473,54884098.0,117757.0,3911554.0,124063.0,0.0033836475924985407,199762.0
502,2021-05-20,0.9296485120501095,0.001994614539050724,0.06625544535511277,0.0021014280557270473,54884098.0,117757.0,3911554.0,124063.0,0.004453053138860688,262897.0
503,2021-05-21,0.9296485120501095,0.001994614539050724,0.06625544535511277,0.0021014280557270473,54884098.0,117757.0,3911554.0,124063.0,0.004441467276918632,262213.0
504,2021-05-22,0.9296485120501095,0.001994614539050724,0.06625544535511277,0.0021014280557270473,54884098.0,117757.0,3911554.0,124063.0,0.004042551144466349,238662.0
505,2021-05-23,0.929058784901901,0.0014443199735923653,0.06737700421860882,0.0021198909058978677,54849282.0,85269.0,3977768.0,125153.0,0.00325569495929636,192208.0
506,2021-05-24,0.929058784901901,0.0014443199735923653,0.06737700421860882,0.0021198909058978677,54849282.0,85269.0,3977768.0,125153.0,0.0037653204391949573,222295.0
507,2021-05-25,0.929058784901901,0.0014443199735923653,0.06737700421860882,0.0021198909058978677,54849282.0,85269.0,3977768.0,125153.0,0.004054679035037273,239378.0
508,2021-05-26,0.929058784901901,0.0014443199735923653,0.06737700421860882,0.0021198909058978677,54849282.0,85269.0,3977768.0,125153.0,0.004587256039689504,270820.0
509,2021-05-27,0.929058784901901,0.0014443199735923653,0.06737700421860882,0.0021198909058978677,54849282.0,85269.0,3977768.0,125153.0,0.00513689000775643,303269.0
510,2021-05-28,0.929058784901901,0.0014443199735923653,0.06737700421860882,0.0021198909058978677,54849282.0,85269.0,3977768.0,125153.0,0.004933849471061362,291282.0
511,2021-05-29,0.929058784901901,0.0014443199735923653,0.06737700421860882,0.0021198909058978677,54849282.0,85269.0,3977768.0,125153.0,0.0037937769422105336,223975.0
512,2021-05-30,0.9286376117188758,0.0010109003312336951,0.06821721634693301,0.002134271602957525,54824417.0,59681.0,4027372.0,126002.0,0.002800695802150878,165346.0
513,2021-05-31,0.9286376117188758,0.0010109003312336951,0.06821721634693301,0.002134271602957525,54824417.0,59681.0,4027372.0,126002.0,0.0035453245694531095,209307.0
514,2021-06-01,0.9286376117188758,0.0010109003312336951,0.06821721634693301,0.002134271602957525,54824417.0,59681.0,4027372.0,126002.0,0.0034096988434735146,201300.0
515,2021-06-02,0.9286376117188758,0.0010109003312336951,0.06821721634693301,0.002134271602957525,54824417.0,59681.0,4027372.0,126002.0,0.0018497065728017622,109202.0
516,2021-06-03,0.9286376117188758,0.0010109003312336951,0.06821721634693301,0.002134271602957525,54824417.0,59681.0,4027372.0,126002.0,0.0028681275512610024,169327.0
517,2021-06-04,0.9286376117188758,0.0010109003312336951,0.06821721634693301,0.002134271602957525,54824417.0,59681.0,4027372.0,126002.0,0.0029453327540854054,173885.0
518,2021-06-05,0.9286376117188758,0.0010109003312336951,0.06821721634693301,0.002134271602957525,54824417.0,59681.0,4027372.0,126002.0,0.0029739078258635464,175572.0
519,2021-06-06,0.9283479990471136,0.0007107858547872782,0.06879898244965503,0.0021422326484440255,54807319.0,41963.0,4061718.0,126472.0,0.0022173544287262164,130907.0
520,2021-06-07,0.9283479990471136,0.0007107858547872782,0.06879898244965503,0.0021422326484440255,54807319.0,41963.0,4061718.0,126472.0,0.0025636937841782927,151354.0
521,2021-06-08,0.9283479990471136,0.0007107858547872782,0.06879898244965503,0.0021422326484440255,54807319.0,41963.0,4061718.0,126472.0,0.0027244560878216468,160845.0
522,2021-06-09,0.9283479990471136,0.0007107858547872782,0.06879898244965503,0.0021422326484440255,54807319.0,41963.0,4061718.0,126472.0,0.002715817506549061,160335.0
523,2021-06-10,0.9283479990471136,0.0007107858547872782,0.06879898244965503,0.0021422326484440255,54807319.0,41963.0,4061718.0,126472.0,0.0027365501016032665,161559.0
524,2021-06-11,0.9283479990471136,0.0007107858547872782,0.06879898244965503,0.0021422326484440255,54807319.0,41963.0,4061718.0,126472.0,0.00266910141409849,157577.0
525,2021-06-12,0.9283479990471136,0.0007107858547872782,0.06879898244965503,0.0021422326484440255,54807319.0,41963.0,4061718.0,126472.0,0.0019898379117588233,117475.0
526,2021-06-13,0.9281222271847954,0.000515384534080321,0.06921161868177553,0.0021507695993486986,54793990.0,30427.0,4086079.0,126976.0,0.0014003817778647433,82675.0
527,2021-06-14,0.9281222271847954,0.000515384534080321,0.06921161868177553,0.0021507695993486986,54793990.0,30427.0,4086079.0,126976.0,0.0034922227022186857,206172.0
528,2021-06-15,0.9281222271847954,0.000515384534080321,0.06921161868177553,0.0021507695993486986,54793990.0,30427.0,4086079.0,126976.0,0.003726328254705757,219993.0
529,2021-06-16,0.9281222271847954,0.000515384534080321,0.06921161868177553,0.0021507695993486986,54793990.0,30427.0,4086079.0,126976.0,0.00413932019311396,244375.0
530,2021-06-17,0.9281222271847954,0.000515384534080321,0.06921161868177553,0.0021507695993486986,54793990.0,30427.0,4086079.0,126976.0,0.0049581052522032106,292714.0
531,2021-06-18,0.9281222271847954,0.000515384534080321,0.06921161868177553,0.0021507695993486986,54793990.0,30427.0,4086079.0,126976.0,0.0050287552962972396,296885.0
532,2021-06-19,0.9281222271847954,0.000515384534080321,0.06921161868177553,0.0021507695993486986,54793990.0,30427.0,4086079.0,126976.0,0.004519875105763336,266842.0
533,2021-06-20,0.9279763367916567,0.0003716622554570087,0.069496539418219,0.002155461534667338,54785377.0,21942.0,4102900.0,127253.0,0.003628119442512715,214195.0
534,2021-06-21,0.9279763367916567,0.0003716622554570087,0.069496539418219,0.002155461534667338,54785377.0,21942.0,4102900.0,127253.0,0.004730520981657209,279278.0
535,2021-06-22,0.9279763367916567,0.0003716622554570087,0.069496539418219,0.002155461534667338,54785377.0,21942.0,4102900.0,127253.0,0.004866231399610065,287290.0
536,2021-06-23,0.9279763367916567,0.0003716622554570087,0.069496539418219,0.002155461534667338,54785377.0,21942.0,4102900.0,127253.0,0.0049754501683269906,293738.0
537,2021-06-24,0.9279763367916567,0.0003716622554570087,0.069496539418219,0.002155461534667338,54785377.0,21942.0,4102900.0,127253.0,0.005461548218053781,322436.0
538,2021-06-25,0.9279763367916567,0.0003716622554570087,0.069496539418219,0.002155461534667338,54785377.0,21942.0,4102900.0,127253.0,0.005736864884729482,338690.0
539,2021-06-26,0.9279763367916567,0.0003716622554570087,0.069496539418219,0.002155461534667338,54785377.0,21942.0,4102900.0,127253.0,0.004929868948318112,291047.0
540,2021-06-27,0.9278883587698336,0.00023386841496194147,0.06971883890963353,0.0021589339055710245,54780183.0,13807.0,4116024.0,127458.0,0.0037470608497599625,221217.0
541,2021-06-28,0.9278883587698336,0.00023386841496194147,0.06971883890963353,0.0021589339055710245,54780183.0,13807.0,4116024.0,127458.0,0.0050334811084051835,297164.0
542,2021-06-29,0.9278883587698336,0.00023386841496194147,0.06971883890963353,0.0021589339055710245,54780183.0,13807.0,4116024.0,127458.0,0.005423453768481143,320187.0
543,2021-06-30,0.9278883587698336,0.00023386841496194147,0.06971883890963353,0.0021589339055710245,54780183.0,13807.0,4116024.0,127458.0,0.005623750285242566,332012.0
544,2021-07-01,0.9278883587698336,0.00023386841496194147,0.06971883890963353,0.0021589339055710245,54780183.0,13807.0,4116024.0,127458.0,0.0059696492424336865,352433.0
545,2021-07-02,0.9278883587698336,0.00023386841496194147,0.06971883890963353,0.0021589339055710245,54780183.0,13807.0,4116024.0,127458.0,0.006078918826334569,358884.0
